avg_mom_change,mom_change,month,num_months,source,stddev_mom_change,total_fees
-0.07127784895166149,,2024-04-01,13,automation,0.5023992475438808,65686.91070653142
0.013879891084353141,,2024-04-01,13,ccip,0.6556649299544993,94893.03259568852
-0.20680156483493575,,2024-04-01,13,fm,0.4125979096898826,2139553.875375716
-0.2248887169446889,,2024-04-01,13,ocr,0.4220851758247612,3291145.2311964077
-0.2000364847598977,,2024-04-01,13,vrf,0.32648079330899255,30259.499910567374
-0.07127784895166149,-0.00548790968210738,2024-05-01,13,automation,0.5023992475438808,65326.42687327732
0.013879891084353141,-0.2069227557223391,2024-05-01,13,ccip,0.6556649299544993,75257.5047921389
-0.20680156483493575,0.02812666393501377,2024-05-01,13,fm,0.4125979096898826,2199732.388199265
-0.2248887169446889,-0.042100159586256625,2024-05-01,13,ocr,0.4220851758247612,3152587.4917414915
-0.2000364847598977,-0.3198771331099786,2024-05-01,13,vrf,0.32648079330899255,20580.17782983343
-0.07127784895166149,-0.1314802937326146,2024-06-01,13,automation,0.5023992475438808,56737.28907947665
0.013879891084353141,-0.2747648945136321,2024-06-01,13,ccip,0.6556649299544993,54579.384426567696
-0.20680156483493575,-0.30207440242289607,2024-06-01,13,fm,0.4125979096898826,1535249.541543682
-0.2248887169446889,-0.5825072355016508,2024-06-01,13,ocr,0.4220851758247612,1316182.467250072
-0.2000364847598977,0.03759575563226818,2024-06-01,13,vrf,0.32648079330899255,21353.90516639247
-0.07127784895166149,0.06096136707581123,2024-07-01,13,automation,0.5023992475438808,60196.07178593704
0.013879891084353141,-0.1902920127367479,2024-07-01,13,ccip,0.6556649299544993,44193.363510103416
-0.20680156483493575,-0.17345598850975047,2024-07-01,13,fm,0.4125979096898826,1268951.3147060815
-0.2248887169446889,-0.37186914467033655,2024-07-01,13,ocr,0.4220851758247612,826734.8189236944
-0.2000364847598977,-0.4473416856838622,2024-07-01,13,vrf,0.32648079330899255,11801.41323332513
-0.07127784895166149,-0.3160772725381941,2024-08-01,13,automation,0.5023992475438808,41169.46159832472
0.013879891084353141,-0.42888311800822554,2024-08-01,13,ccip,0.6556649299544993,25239.575972619325
-0.20680156483493575,-0.06891611827882184,2024-08-01,13,fm,0.4125979096898826,1181500.1158117307
-0.2248887169446889,0.4140101976805496,2024-08-01,13,ocr,0.4220851758247612,1169011.4647356865
-0.2000364847598977,-0.2274201095387645,2024-08-01,13,vrf,0.32648079330899255,9117.534543090103
-0.07127784895166149,1.1462264713392665,2024-09-01,13,automation,0.5023992475438808,88358.9882931099
0.013879891084353141,0.23378847064328961,2024-09-01,13,ccip,0.6556649299544993,31140.297838943115
-0.20680156483493575,-0.44345157101747973,2024-09-01,13,fm,0.4125979096898826,657562.0332976845
-0.2248887169446889,-0.635514026642612,2024-09-01,13,ocr,0.4220851758247612,426088.2815901325
-0.2000364847598977,0.10671098337378555,2024-09-01,13,vrf,0.32648079330899255,10090.475620127707
-0.07127784895166149,0.34567451568840296,2024-10-01,13,automation,0.5023992475438808,118902.43877804793
0.013879891084353141,0.6901687970238499,2024-10-01,13,ccip,0.6556649299544993,52632.35973741088
-0.20680156483493575,-0.8996570484825048,2024-10-01,13,fm,0.4125979096898826,65981.71522693509
-0.2248887169446889,-0.6495386537310466,2024-10-01,13,ocr,0.4220851758247612,149327.47279550272
-0.2000364847598977,0.16000267692917416,2024-10-01,13,vrf,0.32648079330899255,11704.978730836709
-0.07127784895166149,0.1440542305329339,2024-11-01,13,automation,0.5023992475438808,136030.8381047089
0.013879891084353141,1.5885530260665326,2024-11-01,13,ccip,0.6556649299544993,136241.65406729726
-0.20680156483493575,-0.04099285262842484,2024-11-01,13,fm,0.4125979096898826,63276.936498466646
-0.2248887169446889,-0.19056639417496715,2024-11-01,13,ocr,0.4220851758247612,120870.67475360326
-0.2000364847598977,-0.054314017429639656,2024-11-01,13,vrf,0.32648079330899255,11069.234312036482
-0.07127784895166149,-0.040973668251601744,2024-12-01,13,automation,0.5023992475438808,130457.15567221922
0.013879891084353141,0.45398756083029923,2024-12-01,13,ccip,0.6556649299544993,198093.67028079496
-0.20680156483493575,0.02453570299971063,2024-12-01,13,fm,0.4125979096898826,64829.48061912457
-0.2248887169446889,-0.04820275359064496,2024-12-01,13,ocr,0.4220851758247612,115044.37540212033
-0.2000364847598977,0.328464958697289,2024-12-01,13,vrf,0.32648079330899255,14705.08990315016
-0.07127784895166149,-0.20517980093007138,2025-01-01,13,automation,0.5023992475438808,103689.98244148995
0.013879891084353141,-0.12167336452786731,2025-01-01,13,ccip,0.6556649299544993,173990.94692605664
-0.20680156483493575,-0.22714539357474386,2025-01-01,13,fm,0.4125979096898826,50103.76272864729
-0.2248887169446889,0.19092787393849786,2025-01-01,13,ocr,0.4220851758247612,137009.5534062296
-0.2000364847598977,-0.38452669131636413,2025-01-01,13,vrf,0.32648079330899255,9050.590337182155
-0.07127784895166149,-0.6812925661107363,2025-02-01,13,automation,0.5023992475438808,33046.76822395007
0.013879891084353141,-0.6311534608760458,2025-02-01,13,ccip,0.6556649299544993,64175.958612575574
-0.20680156483493575,0.36523795139918963,2025-02-01,13,fm,0.4125979096898826,68403.5583850495
-0.2248887169446889,0.15062301461652075,2025-02-01,13,ocr,0.4220851758247612,157646.3453715391
-0.2000364847598977,-0.5257865379916601,2025-02-01,13,vrf,0.32648079330899255,4291.9117770143785
-0.07127784895166149,-0.40154507345219503,2025-03-01,13,automation,0.5023992475438808,19777.001250106376
0.013879891084353141,-0.10484491188809601,2025-03-01,13,ccip,0.6556649299544993,57447.43588650599
-0.20680156483493575,0.2561742785614788,2025-03-01,13,fm,0.4125979096898826,85926.79060537755
-0.2248887169446889,0.060372759971564126,2025-03-01,13,ocr,0.4220851758247612,167163.89034104932
-0.2000364847598977,-0.26469281378235177,2025-03-01,13,vrf,0.32648079330899255,3155.873572250829
-0.07127784895166149,-0.7702141873588317,2025-04-01,13,automation,0.5023992475438808,4544.474303861094
0.013879891084353141,-0.8414046432787797,2025-04-01,13,ccip,0.6556649299544993,9110.896587139845
-0.20680156483493575,-1.0,2025-04-01,13,fm,0.4125979096898826,0.0
-0.2248887169446889,-0.9943000816458846,2025-04-01,13,ocr,0.4220851758247612,952.8205267002907
-0.2000364847598977,-0.8092532028986681,2025-04-01,13,vrf,0.32648079330899255,601.9727759635841
